CAD;CORRESPONDENCIA;B0000;B0002;B0001;B0003;x0000;B100
2363;2363;;;;;3;
2364;2364;;;;;3;
2365;2365;;;;;4;
2366;2366;;;;;4;
2367;2367;;;;;4;
2368;2368;;;;;2;
2369;2369;;;;;3;
2370;2370;;;;;3;
2371;2371;;;;;4;
2372;2372;;;;;2;
2373;2373;;;;;3;
2374;2374;;;;;3;
2375;2375;;;;;4;
2376;2376;;;;;4;
2377;2377;;;;;3;
2378;2378;;;;;6;
2379;2379;;;;;3;
2380;2380;;;;;4;
2381;2381;;;;;5;
2382;2382;D DA SILVA MAURICIO CAMAROES LTDA;CAMARAO NOSSA FAZENDA;;03.22-1-02;2;
2383;2383;;;;;4;
2384;2384;;;;;5;
2385;2385;;;;;3;
2386;2386;A FREITAS MALVEIRA EIRELI;;;3.21-3-02;3;
2387;2387;H DANTAS CAVALCANTE - ME;;;03.21-3-02;3;Agropecuária
2388;2388;;;;;2;
2389;2389;;;;;3;
2390;2390;;;;;2;
2391;2391;ECOMARES AQUICULTURA LTDA;ECOMARES;;03.21-3-02;4;Agropecuária
2392;2392;;;;;3;
2393;2393;F M F DE FREITAS - ME;MIGUEL PEREIRA;;03.21-3-02;4;
2394;2394;;;;;5;
2395;2395;;;;;4;
2396;2396;;;;;4;
2397;2397;;;;;7;
2398;2398;;;;;10;
2399;2399;;;;;8;
2400;2400;;;;;5;
2401;2401;;;;;4;
2402;2402;;;;;4;
2403;2403;;;;;3;
2404;2404;;;;;6;
2405;2405;;;;;3;
2406;2406;AGROCOURA AGROPECUARIA LTDA;AGROCOURA AGROPECUARIA;;;4;
2407;2407;;;;;4;
2408;2408;;;;;3;
2409;2409;;;;;5;
2410;2410;;;;;4;
2411;2411;;;;;6;
2412;2412;FRANCISCO WELLINGTON SANTIAGO;;;03.22-1-02;2;
2413;2413;;;;;5;
2414;2414;;;;;5;
2415;2415;;;;;6;
2416;2416;;;;;4;
2417;2417;;;;;4;
2418;2418;GMM PRODUCAO E EXPORTACAO DE CAMARAO LTDA;GMM CAMARAO;;03.21-3-02;2;Agropecuária
2419;2419;;;;;4;
2420;2420;V H DE OLIVEIRA CRIACAO DE CAMAROES SOCIEDADE LTDA;CRIACAO DE CAMARAO O VANVAN;;03.21-3-02;2;Agropecuária
2421;2421;;;;;3;
2422;2422;;;;;3;
2423;2423;;;;;3;
2424;2424;SANTA LUZIA AGROPECUARIA LTDA;SANTA LUZIA AGROPECUARIA;;03.21-3-02;3;Agropecuária
2425;2425;;;;;3;
2426;2426;;;;;3;
2427;2427;;;;;4;
2428;2428;LAR PRODUCAO E COMERCIALIZACAO DE PESCADOS LTDA;;;03.21-3-02;4;Agropecuária
2429;2429;;;;;4;
2430;2430;;;;;3;
2431;2431;;;;;4;
2432;2432;;;;;2;
2433;2433;;;;;3;
2434;2434;;;;;3;
2435;2435;;;;;4;
2436;2436;;;;;3;
2437;2437;;;;;4;
2438;2438;VANNAMAR COMÉRCIO DE CAMARÕES IMPORTAÇÃO E EXPORTAÇÃO LTDA;;;;3;Agropecuária
2439;2439;;;;;5;
2440;2440;L. S. CAMINHA;AGRICOLA CAMPO LIMPO;;03.21-3-02;3;Agropecuária
2441;2441;;;;;4;
2442;2442;;;;;3;
2443;2443;;;;;4;
2444;2444;;;;;4;
2445;2445;;;;;5;
2446;2446;;;;;3;
2447;2447;;;;;3;
2448;2448;;;;;4;
2449;2449;;;;;4;
2450;2450;;;;;2;
2451;2451;;;;;3;
2452;2452;;;;;3;
2453;2453;F ELDIO ALVES FILHO;;;0.32-1-30;4;Agropecuária
2454;2454;;;;;3;
2455;2455;;;;;4;
2456;2456;;;;;2;
2457;2457;;;;;2;
2458;2458;A M V PESCADOS LTDA;;;;2;Agropecuária
2459;2459;;;;;3;
2460;2460;;;;;3;
2461;2461;;;;;4;
2462;2462;;;;;3;
2463;2463;;;;;4;
2464;2464;Aquanorte Aquicultura LTDA;Aquanorte Alevinos;;0.32-2-10;4;Agropecuária
2465;2465;;;;;3;
2466;2466;;;;;2;
2467;2467;;;;;2;
2468;2468;;;;;3;
2469;2469;;;;;3;
2470;2470;;;;;5;
2471;2471;;;;;3;
2472;2472;;;;;2;
2473;2473;;;;;1;
2474;2474;;;;;3;
2475;2475;;;;;4;
2476;2476;;;;;1;
2477;2477;;;;;6;
2478;2478;;;;;5;
2479;2479;;;;;4;
2480;2480;;;;;3;
2481;2481;;;;;4;
2482;2482;;;;;2;
2483;2483;;;;;1;
2484;2484;;;;;4;
2485;2485;;;;;5;
2486;2486;;;;;3;
2487;2487;;;;;3;
2488;2488;J S DE S MENDES NEGREIROS;;;;2;Agropecuária
2489;2489;DEUSA MARIA S S BANDEIRA LTDA;;;;2;Agropecuária
2490;2490;;;;;2;
2491;2491;;;;;3;
2492;2492;;;;;3;
2493;2493;;;;;1;
2494;2494;;;;;1;
2495;2495;;;;;2;
2496;2496;;;;;2;
2497;2497;;;;;2;
2498;2498;;;;;3;
2499;2499;;;;;3;
2500;2500;;;;;2;
2501;2501;;;;;4;
2502;2502;;;;;4;
2503;2503;;;;;4;
2504;2504;E X RIBEIRO-ME;;;;4;Agropecuária
2505;2505;;;;;3;
2506;2506;;;;;3;
2507;2507;;;;;3;
2508;2508;;;;;5;
2509;2509;;;;;4;
2510;2510;;;;;4;
2511;2511;;;;;2;
2512;2512;;;;;1;
2513;2513;;;;;2;
2514;2514;;;;;3;
2515;2515;;;;;3;
2516;2516;;;;;4;
2517;2517;;;;;5;
2518;2518;;;;;5;
2519;2519;;;;;4;
2520;2520;;;;;4;
2521;2521;;;;;4;
2522;2522;;;;;4;
2523;2523;;;;;2;
2524;2524;;;;;2;
2525;2525;;;;;2;
2526;2526;;;;;2;
2527;2527;;;;;2;
2528;2528;;;;;4;
2529;2529;;;;;3;
2530;2530;;;;;3;
2531;2531;;;;;4;
2532;2532;;;;;4;
2533;2533;;;;;3;
2534;2534;;;;;3;
2535;2535;;;;;3;
2536;2536;;;;;2;
2537;2537;;;;;2;
2538;2538;;;;;3;
2539;2539;;;;;4;
2540;2540;;;;;3;
2541;2541;;;;;2;
2542;2542;;;;;4;
2543;2543;;;;;3;
2544;2544;;;;;2;
2545;2545;;;;;2;
2546;2546;;;;;4;
2547;2547;;;;;3;
2548;2548;;;;;3;
2549;2549;;;;;3;
2550;2550;;;;;2;
2551;2551;;;;;2;
2552;2552;;;;;3;
2553;2553;;;;;3;
2554;2554;;;;;3;
2555;2555;;;;;3;
2556;2556;;;;;2;
2557;2557;;;;;3;
2558;2558;;;;;3;
2559;2559;;;;;5;
2560;2560;;;;;3;
2561;2561;;;;;4;
2562;2562;;;;;3;
2563;2563;;;;;3;
2564;2564;;;;;3;
2565;2565;;;;;2;
2566;2566;;;;;3;
2567;2567;;;;;4;
2568;2568;;;;;5;
2569;2569;;;;;3;
2570;2570;;;;;4;
2571;2571;;;;;4;
2572;2572;;;;;4;
2573;2573;;;;;4;
2574;2574;M DOMICE DE OLIVEIRA ME;;;;;Agropecuária
2575;2575;;;;;;
2576;2576;;;;;;
2577;2577;;;;;;
2578;2578;DO VALE PRESTAÇÕES DE SERVIÇO-LTDA;;;;;
2579;2579;;;;;;
2580;2580;;;;;;
2581;2581;;;;;;
2582;2582;L EUDIBERTO DE CARVALHO FILHO-ME;;;;;Agropecuária
2583;2583;;;;;;
2584;2584;;;;;;
2585;2585;;;;;;
2586;2586;AQUALUST JUVENIL DE POS LARVAS LTDA ME;;;;;Agropecuária
2587;2587;;;;;;
2588;2588;POTYLAPIA AQUICULTURA LTDA;;;;;Agropecuária
2589;2589;AGROPAULO AGROINDUSTRIAL S.A;;;;;Agropecuária
2590;2590;;;;;;
2591;2591;;;;;;
2592;2592;;;;;;
2593;2593;;;;;;
2594;2594;;;;;;
2595;2595;;;;;;
2596;2596;;;;;;
2597;2597;;;;;;
2598;2598;;;;;;
2599;2599;;;;;;
2600;2600;;;;;;
2601;2601;J F DA SILVA AQUICULTURA LTDA ME;;;;;Agropecuária
2602;2602;;;;;;
2603;2603;;;;;;
2604;2604;JOSIANE L OLIVEIRA ME;;;;;Agropecuária
2605;2605;;;;;;
2606;2606;J ELIAS DE OLIVEIRA;;;;;Agropecuária
2607;2607;;;;;;
2608;2608;AF AQUICULTURA LTDA-ME;;;;;Agropecuária
2609;2609;FL AQUICULTURA LTDA - ME;;;;;Agropecuária
2610;2610;AQUASANTA-AQUICULTURA SANTANA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA-ME;;;;;Agropecuária
2611;2611;SANTA CRUZ AQUICULTURA LTDA ME;;;;;Agropecuária
2612;2612;;;;;;
2613;2613;;;;;;
2614;2614;P DE TASSO O DA COSTA ME;;;;;Agropecuária
2615;2615;VALE RIO AGRO PESCADOR LDTA-ME;;;;;Agropecuária
2616;2616;ESTEVSON F. DE SOUZA - ME;;;;;Agropecuária
2617;2617;;;;;;
2618;2618;Maria Ivanilde Celedonio;;;03.22-1-02;10;Agropecuária
2619;2619;JOLI AQUICULTURA LTDA;;;03.21-3-02;100;Agropecuária
2620;2620;;;;;4;
2621;2621;F W REBOUCAS AGROPECUARIA;WL AQUARIUS & AGROBIEM;;03.21-3-02;15;Agropecuária
2622;2622;Vm Aquicultura LTDA;V M Aquicultura;;0.32-1-30;30;Agropecuária
2623;2623;AGROPESCA JAGUARIBE COMERCIO E EXPORTACAO DE CAMAROES LTDA;AGROPESCA JAGUARIBE;;03.21-3-02;;Agropecuária
2624;2624;VM AGRO PESCADOS LTDA;VM AGRO PESCADOS;;03.21-3-02;10;Agropecuária
2625;2625;D & D Pescados;;;;;Agropecuária
2626;2626;J F OLIVEIRA BATISTA EIRELI;;;;;Agropecuária
2627;2627;Lasaro Roberto Aquicultura Ltda;;;03.21-3-02;;Agropecuária
2628;2628;;;;;4;
2629;2629;;;;;2;
2630;2630;C G FREITAS;;;;6;Agropecuária
2631;2631;FAZENDA G & E ESPERANÇA LTDA-ME;;;;10;Agropecuária
2632;2632;;;;;7;
2633;2633;;;;;5;
2634;2634;Fazenda Rocha Ltda;Fazenda Rocha;;03.21-3-02;6;Agropecuária
2635;2635;AQUASANTA - AQUACULTURA SANTANA COMERCIO, IMPORTACAO E EXPORTACAO LTDA;;;03.21-3-02;10;Agropecuária
2636;2636;A L PINHEIRO FARIAS CARCINICULTURA;PINHEIRO FARIAS CARCINUCULTURA;;03.21-3-02;5;Agropecuária
2637;2637;J JOSINALDO DE FREITAS - EPP;;;;;
2638;2638;;;;;2;
2639;2639;FRANCISCO EUDES DA SILVA JUNIOR-ME;;;;3;Agropecuária
2640;2640;;;;;3;
2641;2641;;;;;3;
2642;2642;C A P DE OLIVEIRA EIRELI - ME;;;03.21-3-01;5;Agropecuária
2643;2643;SÃO JOSÉ AGROPECUARIA LTDA;;;;4;Agropecuária
2644;2644;;;;;4;
2645;2645;FAZENDA MARIZEIRA AQUICULTURA LTDA-EPP;;;;8;Agropecuária
2646;2646;F J COELHO DE OLIVEIRA-ME;;;;4;Agropecuária
2647;2647;A. B. DO AMARAL - ME;;;;7;Agropecuária
2648;2648;;;;;3;
2649;2649;;;;;2;
2650;2650;CASTRO CAMAROES III LTDA ME;;;;;Agropecuária
2651;2651;ASSOCIAÇAO BENEFICENTE PADRE CICERO;;;;5;
2652;2652;;;;;3;
2653;2653;;;;;3;
2654;2654;;;;;2;
2655;2655;FRUTAS DO CEARA SA;;;;;Agropecuária
2656;2656;;;;;6;
2657;2657;J W CAMAROES LTDA - ME;;;;9;Agropecuária
2658;2658;;;;;3;
2659;2659;;;;;2;
2660;2660;BRASIL CRIAÇÃO DE CAMARÕES LTDA EPP;;;;;Agropecuária
2661;2661;;;;;4;
2662;2662;CAMARI CARCINICULTURA LTDA ME;;;;8;Agropecuária
2663;2663;E. LOPES DE OLIVEIRA - ME;;;;5;Agropecuária
2664;2664;;;;;4;
2665;2665;;;;;4;
2666;2666;;;;;5;
2667;2667;;;;;3;
2668;2668;;;;;4;
2669;2669;MARGARIDA M DE CARVALHO ME;;;;9;Agropecuária
2670;2670;;;;;6;
2671;2671;;;;;8;
2672;2672;;;;;6;
2673;2673;;;;;8;
2674;2674;L V CRIACOES DE PESCADO LTDA - ME;;;;;Agropecuária
2675;2675;;;;;5;
2676;2676;LETICIA CAMARÕES LTDA - ME;;;;10;Agropecuária
2677;2677;;;;;6;
2678;2678;;;;;7;
2679;2679;;;;;5;
2680;2680;;;;;5;
2681;2681;;;;;6;
2682;2682;F ALEX CELEDONIO MONTEIRO-ME;;;;10;Agropecuária
2683;2683;;;;;6;
2684;2684;;;;;2;
2685;2685;F EUDES A DE SENA;;;;7;Agropecuária
2686;2686;;;;;4;
2687;2687;;;;;5;
2688;2688;M C PEREIRA CARLOS CARCINICULTURA ME;;;;10;Agropecuária
2689;2689;;;;;5;
2690;2690;;;;;4;
2691;2691;;;;;6;
2692;2692;;;;;5;
2693;2693;L A GURGEL BARRETO E CIA LTDA;;;;10;Agropecuária
2694;2694;;;;;4;
2695;2695;;;;;3;
2696;2696;;;;;4;
2697;2697;;;;;6;
2698;2698;;;;;4;
2699;2699;;;;;5;
2700;2700;MRW CARCINICULTURA LTDA – ME;;;;;
2701;2701;;;;;4;
2702;2702;;;;;4;
2703;2703;F ALEX CELEDONIO MONTEIRO-ME;;;;;Agropecuária
2704;2704;;;;;4;
2705;2705;;;;;3;
2706;2706;LETICIA CAMARÕES LTDA - ME;;;;6;Agropecuária
2707;2707;AQUALIFE CAMAROES LTDA ME;;;;15;Agropecuária
2708;2708;BRASIL MELON PRODUÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA;Brasil melon;;0.11-9-90;200;Agropecuária
2709;2709;BRAZIL MELON PRODUCAO EXPORTACAO E IMPORTACAO LTDA.;Brasil Melon;;0.11-9-91;200;Agropecuária
2710;2710;BRASIL MELON PRODUÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA;Brasil Melon;;0.11-9-90;250;Agropecuária
2711;2711;BRASIL MELON PRODUÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA;Brasil Melon;;0.11-9-90;200;Agropecuária
2712;2712;BRAZIL MELON PRODUCAO EXPORTACAO E IMPORTACAO LTDA.;BRAZIL MELON;;0.11-9-90;200;Agropecuária
2713;2713;AGROPECUARIA VITAMAIS LTDA;;;;;
2714;2714;Agrícola Famosa LTDA;;;;1200;Agropecuária
2715;2715;BRASIL MELON PRODUÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA;BRASIL MELON;;0.11-9-90;250;Agropecuária
2716;2716;BRAZIL MELON PRODUCAO EXPORTACAO E IMPORTACAO LTDA.;Brasil Melon;;0.11-9-90;200;Agropecuária
2717;2717;BRASIL MELON PRODUÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA;BRASIL MELON;;0.11-9-90;200;Agropecuária
2718;2718;ECOFERTIL AGROPECUARIA LTDA;;;2.01-3-40;35;Agropecuária
2719;2719;BRAZIL MELON PRODUCAO EXPORTACAO E IMPORTACAO LTDA.;BRAZIL MELON;;0.11-9-90;200;Agropecuária
2720;2720;AGRÌCOLA FAMOSA SA;FAMOSA;;0.11-9-90;250;Agropecuária
2721;2721;;;;;5;
2722;2722;BRAZIL MELON PRODUCAO EXPORTACAO E IMPORTACAO LTDA.;BRAZIL MELON;;0.11-9-90;200;Agropecuária
2723;2723;AGRICOLA FAMOSA LTDA;AGRICOLA FAMOSA;;0.13-3-49;250;Agropecuária
2724;2724;;;;;4;
2725;2725;;;;;3;
2726;2726;;;;;3;
2727;2727;AGROSOL AGRICULTURA DE MOSSORO LTDA;AGROSOL;;0.13-3-40;80;
2728;2728;;;;;4;
2729;2729;;;;;4;
2730;2730;;;;;2;
2731;2731;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2732;2732;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;;
2733;2733;;;;;4;
2734;2734;MATA FRESCA LTDA;MATA FRESCA / MOSSORÓ MELÕES;;0.11-9-90;150;Agropecuária
2735;2735;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;;Agropecuária
2736;2736;;;;;2;
2737;2737;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2738;2738;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2739;2739;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2740;2740;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2741;2741;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2742;2742;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2743;2743;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2744;2744;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;100;Agropecuária
2745;2745;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;;Agropecuária
2746;2746;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;;Agropecuária
2747;2747;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2748;2748;MATA FRESCA LTDA;MATA FRESCA LTDA;;0.11-9-90;100;Agropecuária
2749;2749;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2750;2750;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2751;2751;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2752;2752;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2753;2753;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2754;2754;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2755;2755;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2756;2756;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2757;2757;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2758;2758;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2759;2759;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2760;2760;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2761;2761;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2762;2762;FRUTANOR - FRUTAS DO NORDESTE PRODUÇÃO E COMERCIALIZAÇÃO LTDA;FRUTANOR;;0.11-9-90;100;Indústria
2763;2763;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2764;2764;MATA FRESCA LTDA;MATA FRESCA;;0.11-9-90;150;Agropecuária
2765;2765;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2766;2766;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2767;2767;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2768;2768;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2769;2769;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;;100;Agropecuária
2770;2770;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2771;2771;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2772;2772;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2773;2773;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2774;2774;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2775;2775;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2776;2776;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2777;2777;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2778;2778;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;;100;Agropecuária
2779;2779;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2780;2780;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2781;2781;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;01.19-9-07;100;Agropecuária
2782;2782;;;;;3;
2783;2783;;;;;2;
2784;2784;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2785;2785;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2786;2786;;;;;3;
2787;2787;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;01.19-9-07;100;Agropecuária
2788;2788;FRUTANOR FRUTAS DO NORDESTE PRODUCAO E COMERCIALIZACAO LTDA;FRUTANOR;;0.11-9-90;100;Agropecuária
2789;2789;;;;;3;
2790;2790;;;;;2;
2791;2791;CELM - AQUICULTURA S/A;Maripescados;;0.32-1-30;10;Agropecuária
2792;2792;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2793;2793;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2794;2794;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;250;Agropecuária
2795;2795;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2796;2796;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2797;2797;;;;;2;
2798;2798;CELM - AQUICULTURA S/A;Maripescados;;0.32-1-30;10;Agropecuária
2799;2799;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2800;2800;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2801;2801;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;250;Agropecuária
2802;2802;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2803;2803;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2804;2804;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2805;2805;CELM - AQUICULTURA S/A;MARIPESCADOS;;0.32-1-30;;
2806;2806;SYNGENTA SEEDS LTDA;SYNGENTA;;0.14-1-50;100;Agropecuária
2807;2807;;;;;2;
2808;2808;J EDILSON SOARES DE OLIVEIRA - ME;J EDILSON SOARES DE OLIVEIRA - ME;;;6;Agropecuária
2809;2809;;;;;6;
2810;2810;CELM - AQUICULTURA S/A;MARIPESCADOS;;0.32-1-30;15;Agropecuária
2811;2811;CELM - AQUICULTURA S/A;MARIPESCADOS;;0.32-1-30;12;Agropecuária
2812;2812;CELM - AQUICULTURA S/A;MARIPESCADOS;;0.32-1-30;80;Agropecuária
2813;2813;;;;;7;
2814;2814;João Luiz Ferreira da Costa - ME;João Luiz Ferreira da Costa - ME;;0.32-1-30;10;Agropecuária
2815;2815;;;;;4;
2816;2816;;;;;4;
2817;2817;;;;;;
2818;2818;FRANCISCO DE ASSIS MONTEIRO DA SILVA FILHO-ME;FRANCISCO DE ASSIS MONTEIRO DA SILVA FILHO-ME;;0.32-1-30;8;Agropecuária
2819;2819;AGRICOLA FAMOSA LTDA;AGRICOLA FAMOSA;;;200;Agropecuária
2820;2820;JOAO LUIS FERREIRA DA COSTA - ME;JOAO LUIS FERREIRA DA COSTA - ME;;0.32-1-30;15;Agropecuária
2821;2821;JOAO LUIS FERREIRA DA COSTA - ME;JOAO LUIS FERREIRA DA COSTA - ME;;0.32-1-30;15;Agropecuária
2822;2822;;;;;2;
2823;2823;;;;;2;
2824;2824;;;;;3;
2825;2825;;;;;2;
2826;2826;;;;;6;
2827;2827;;;;;1;
2828;2828;;;;;2;
2829;2829;;;;;2;
2830;2830;;;;;3;
2831;2831;;;;;3;
2832;2832;;;;;1;
2833;2833;;;;;2;
2834;2834;;;;;2;
2835;2835;;;;;;
2836;2836;;;;;2;
2837;2837;;;;;1;
2838;2838;;;;;4;
2839;2839;;;;;;
2840;2840;;;;;2;
2841;2841;;;;;2;
2842;2842;;;;;;
2843;2843;;;;;;
2844;2844;;;;;3;
2845;2845;;;;;2;
2846;2846;;;;;2;
2847;2847;;;;;4;
2848;2848;;;;;2;
2849;2849;;;;;3;
2850;2850;;;;;2;
2851;2851;;;;;2;
2852;2852;;;;;1;
2853;2853;;;;;3;
2854;2854;;;;;2;
2855;2855;;;;;3;
2856;2856;;;;;1;
2857;2857;;;;;3;
2858;2858;;;;;2;
2859;2859;;;;;1;
2860;2860;;;;;4;
2861;2861;;;;;2;
2862;2862;;;;;2;
2863;2863;;;;;3;
2864;2864;;;;;2;
2865;2865;VARZINHA CARCINICULTURA LTDA ME;;;;15;Agropecuária
2866;2866;;;;;2;
2867;2867;;;;;4;
2868;2868;;;;;3;
2869;2869;PRESERVA AGROINDUSTRIA IMPORTAÇAO/EXPORTAÇAO;;;;;Agropecuária
2870;2870;;;;;3;
2871;2871;;;;;1;
2872;2872;;;;;1;
2873;2873;;;;;2;
2874;2874;;;;;2;
2875;2875;;;;;4;
2876;2876;;;;;4;
2877;2877;REVESA AGROPECUARIA INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE CAMARAO LTDA;REVESA AGROP.IND.,COM.,IMP., E EXP. DE CAMARAO LTDA;;03.21-3-02;12;Agropecuária
2878;2878;;;;;5;
2879;2879;CULTIVO BRASILEIRO DE CAMARÕES LTDA;;;03.21-3-02;10;Agropecuária
2880;2880;NOVOS VENTOS INDUSTRIA PESQUEIRA LTDA;NOVOS VENTOS;;03.21-3-02;15;Agropecuária
2881;2881;MUTAMBA CARCINICULTURA LTDA;MUTAMBA CARCINICULTURA;;03.21-3-02;15;Agropecuária
2882;2882;;;;;4;
2883;2883;CULTIVO BRASILEIRO DE CARCINICULTURA LTDA;;;03.21-3-02;10;Agropecuária
2884;2884;;;;;3;
2885;2885;;;;;3;
2886;2886;;;;;3;
2887;2887;;;;;3;
2888;2888;;;;;2;
2889;2889;;;;;4;
2890;2890;;;;;4;
2891;2891;JIEM AGRICOLA E COMERCIAL LTDA;FILIAL ARACATI;;01.19-9-07;40;Agropecuária
2892;2892;;;;;5;
2893;2893;;;;;12;
2894;2894;;;;;;
2895;2895;;;;;;
2896;2896;;;;;;
2897;2897;;;;;;
2898;2898;;;;;;
2899;2899;;;;;;
2900;2900;;;;;;
2901;2901;;;;;;
